"year","avg_gross_salary","currency","branch","type_of_food_item","avg_price","price_value","price_unit"
2012.0,,,,Vejce slepičí čerstvá,35.92166666666666,10.0,ks
2012.0,,,,Vepřová pečeně s kostí,109.41666666666667,1.0,kg
2012.0,45689.500000000000,Kč,Informační a komunikační činnosti,,,,
2012.0,49706.500000000000,Kč,Peněžnictví a pojišťovnictví,,,,
2012.0,23261.750000000000,Kč,Zásobování vodou; činnosti související s odpady a sanacemi,,,,
2012.0,19537.000000000000,Kč,"Zemědělství, lesnictví, rybářství",,,,
2012.0,22571.750000000000,Kč,Stavebnictví,,,,
2012.0,19550.500000000000,Kč,"Kulturní, zábavní a rekreační činnosti",,,,
2012.0,21438.500000000000,Kč,Činnosti v oblasti nemovitostí,,,,
2012.0,32487.000000000000,Kč,Těžba a dobývání,,,,
2012.0,42107.250000000000,Kč,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",,,,
2012.0,12705.750000000000,Kč,"Ubytování, stravování a pohostinství",,,,
2012.0,22998.500000000000,Kč,Doprava a skladování,,,,
2012.0,31141.250000000000,Kč,"Profesní, vědecké a technické činnosti",,,,
2012.0,17853.000000000000,Kč,Ostatní činnosti,,,,
2012.0,24221.750000000000,Kč,Zpracovatelský průmysl,,,,
2012.0,23621.500000000000,Kč,Zdravotní a sociální péče,,,,
2012.0,15935.000000000000,Kč,Administrativní a podpůrné činnosti,,,,
2012.0,21912.500000000000,Kč,Vzdělávání,,,,
2012.0,22441.000000000000,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,,,,
2012.0,26285.250000000000,Kč,Veřejná správa a obrana; povinné sociální zabezpečení,,,,
2013.0,,,,Banány žluté,31.789166666666663,1.0,kg
2013.0,,,,Cukr krystalový,24.155833333333334,1.0,kg
2013.0,,,,Eidamská cihla,141.96916666666667,1.0,kg
2013.0,,,,Hovězí maso zadní bez kosti,207.18999999999997,1.0,kg
2013.0,,,,Chléb konzumní kmínový,23.121666666666666,1.0,kg
2013.0,,,,Jablka konzumní,34.3025,1.0,kg
2013.0,,,,Jogurt bílý netučný,7.697500000000001,150.0,g
2013.0,,,,Kapr živý,88.09,1.0,kg
2013.0,,,,Konzumní brambory,16.934166666666666,1.0,kg
2013.0,,,,Kuřata kuchaná celá,69.29583333333333,1.0,kg
2013.0,,,,Máslo,154.8033333333333,1.0,kg
2013.0,,,,Mléko polotučné pasterované,19.343333333333334,1.0,l
2013.0,,,,Mrkev,18.592500000000005,1.0,kg
2013.0,,,,Papriky,61.85916666666666,1.0,kg
2013.0,,,,Pečivo pšeničné bílé,41.980000000000004,1.0,kg
2013.0,,,,"Pivo výčepní, světlé, lahvové",10.549166666666666,0.5,l
2013.0,,,,Pomeranče,31.36916666666666,1.0,kg
2013.0,,,,Přírodní minerální voda uhličitá,8.739166666666668,1.0,l
2013.0,,,,Pšeničná mouka hladká,13.338333333333336,1.0,kg
2013.0,,,,Rajská jablka červená kulatá,37.100833333333334,1.0,kg
2013.0,,,,Rostlinný roztíratelný tuk,93.30250000000001,1.0,kg
2013.0,,,,Rýže loupaná dlouhozrnná,34.72833333333333,1.0,kg
2013.0,,,,Šunkový salám,126.23833333333333,1.0,kg
2013.0,,,,Těstoviny vaječné,41.00333333333332,1.0,kg
2013.0,,,,Vejce slepičí čerstvá,30.486666666666668,10.0,ks
2013.0,,,,Vepřová pečeně s kostí,115.87416666666667,1.0,kg
2013.0,23652.000000000000,Kč,Zdravotní a sociální péče,,,,
2013.0,31685.750000000000,Kč,Těžba a dobývání,,,,
2013.0,20207.000000000000,Kč,"Zemědělství, lesnictví, rybářství",,,,
2013.0,23184.250000000000,Kč,Zásobování vodou; činnosti související s odpady a sanacemi,,,,
2013.0,13115.000000000000,Kč,"Ubytování, stravování a pohostinství",,,,
2013.0,24562.250000000000,Kč,Zpracovatelský průmysl,,,,
2013.0,22203.750000000000,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,,,,
2013.0,30274.250000000000,Kč,"Profesní, vědecké a technické činnosti",,,,
2013.0,40299.750000000000,Kč,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",,,,
2013.0,26293.500000000000,Kč,Veřejná správa a obrana; povinné sociální zabezpečení,,,,
2013.0,23127.000000000000,Kč,Doprava a skladování,,,,
2013.0,17901.500000000000,Kč,Ostatní činnosti,,,,
2013.0,16026.000000000000,Kč,Administrativní a podpůrné činnosti,,,,
2013.0,21094.000000000000,Kč,Činnosti v oblasti nemovitostí,,,,
2013.0,22073.750000000000,Kč,Stavebnictví,,,,
2013.0,45233.500000000000,Kč,Peněžnictví a pojišťovnictví,,,,
2013.0,19293.000000000000,Kč,"Kulturní, zábavní a rekreační činnosti",,,,
2013.0,45240.000000000000,Kč,Informační a komunikační činnosti,,,,
2013.0,22279.750000000000,Kč,Vzdělávání,,,,
2014.0,,,,Banány žluté,31.649166666666662,1.0,kg
2014.0,,,,Cukr krystalový,22.025000000000002,1.0,kg
2014.0,,,,Eidamská cihla,150.60916666666665,1.0,kg
2014.0,,,,Hovězí maso zadní bez kosti,204.94750000000002,1.0,kg
2014.0,,,,Chléb konzumní kmínový,23.0,1.0,kg
2014.0,,,,Jablka konzumní,30.52,1.0,kg
2014.0,,,,Jogurt bílý netučný,8.4975,150.0,g
2014.0,,,,Kapr živý,86.37,1.0,kg
2014.0,,,,Konzumní brambory,13.523333333333332,1.0,kg
2014.0,,,,Kuřata kuchaná celá,71.765,1.0,kg
2014.0,,,,Máslo,162.97166666666666,1.0,kg
2014.0,,,,Mléko polotučné pasterované,20.699166666666667,1.0,l
2014.0,,,,Mrkev,16.21583333333334,1.0,kg
2014.0,,,,Papriky,60.54916666666666,1.0,kg
2014.0,,,,Pečivo pšeničné bílé,40.53666666666666,1.0,kg
2014.0,,,,"Pivo výčepní, světlé, lahvové",10.632499999999999,0.5,l
2014.0,,,,Pomeranče,29.682499999999994,1.0,kg
2014.0,,,,Přírodní minerální voda uhličitá,8.690833333333332,1.0,l
2014.0,,,,Pšeničná mouka hladká,13.115833333333335,1.0,kg
2014.0,,,,Rajská jablka červená kulatá,41.16,1.0,kg
2014.0,,,,Rostlinný roztíratelný tuk,93.04666666666667,1.0,kg
2014.0,,,,Rýže loupaná dlouhozrnná,35.315000000000005,1.0,kg
2014.0,,,,Šunkový salám,129.4308333333333,1.0,kg
2014.0,,,,Těstoviny vaječné,42.54,1.0,kg
2014.0,,,,Vejce slepičí čerstvá,30.92833333333333,10.0,ks
2014.0,,,,Vepřová pečeně s kostí,116.37499999999999,1.0,kg
2014.0,22692.500000000000,Kč,Vzdělávání,,,,
2014.0,23845.750000000000,Kč,Zásobování vodou; činnosti související s odpady a sanacemi,,,,
2014.0,22906.750000000000,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,,,,
2014.0,27104.750000000000,Kč,Veřejná správa a obrana; povinné sociální zabezpečení,,,,
2014.0,31370.250000000000,Kč,Těžba a dobývání,,,,
2014.0,18036.500000000000,Kč,Ostatní činnosti,,,,
2014.0,22605.000000000000,Kč,Stavebnictví,,,,
2014.0,20118.750000000000,Kč,"Kulturní, zábavní a rekreační činnosti",,,,
2014.0,23600.000000000000,Kč,Doprava a skladování,,,,
2014.0,46999.500000000000,Kč,Peněžnictví a pojišťovnictví,,,,
2014.0,46875.000000000000,Kč,Informační a komunikační činnosti,,,,
2014.0,24255.750000000000,Kč,Zdravotní a sociální péče,,,,
2014.0,21811.750000000000,Kč,Činnosti v oblasti nemovitostí,,,,
2014.0,13429.000000000000,Kč,"Ubytování, stravování a pohostinství",,,,
2014.0,31093.750000000000,Kč,"Profesní, vědecké a technické činnosti",,,,
2014.0,40951.250000000000,Kč,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",,,,
2014.0,20952.000000000000,Kč,"Zemědělství, lesnictví, rybářství",,,,
2014.0,25308.250000000000,Kč,Zpracovatelský průmysl,,,,
2014.0,16191.000000000000,Kč,Administrativní a podpůrné činnosti,,,,
2015.0,,,,Banány žluté,31.912500000000005,1.0,kg
2015.0,,,,Cukr krystalový,17.797500000000003,1.0,kg
2015.0,,,,Eidamská cihla,119.38749999999999,1.0,kg
2015.0,,,,Hovězí maso zadní bez kosti,203.0866666666667,1.0,kg
2015.0,,,,Chléb konzumní kmínový,22.444999999999997,1.0,kg
2015.0,,,,Jablka konzumní,29.86916666666666,1.0,kg
2015.0,,,,Jakostní víno bílé,92.42416666666666,0.75,l
2015.0,,,,Jogurt bílý netučný,8.522499999999999,150.0,g
2015.0,,,,Kapr živý,87.17,1.0,kg
2015.0,,,,Konzumní brambory,13.342500000000001,1.0,kg
2015.0,,,,Kuřata kuchaná celá,69.58083333333333,1.0,kg
2015.0,,,,Máslo,157.03583333333333,1.0,kg
2015.0,,,,Mléko polotučné pasterované,19.540000000000003,1.0,l
2015.0,,,,Mrkev,20.835000000000004,1.0,kg
2015.0,,,,Papriky,63.52000000000001,1.0,kg
2015.0,,,,Pečivo pšeničné bílé,39.46333333333333,1.0,kg
2015.0,,,,"Pivo výčepní, světlé, lahvové",10.685,0.5,l
2015.0,,,,Pomeranče,32.498333333333335,1.0,kg
2015.0,,,,Přírodní minerální voda uhličitá,8.705,1.0,l
2015.0,,,,Pšeničná mouka hladká,12.589166666666666,1.0,kg
2015.0,,,,Rajská jablka červená kulatá,42.76666666666667,1.0,kg
2015.0,,,,Rostlinný roztíratelný tuk,91.53500000000001,1.0,kg
2015.0,,,,Rýže loupaná dlouhozrnná,35.93,1.0,kg
2015.0,,,,Šunkový salám,128.86166666666668,1.0,kg
2015.0,,,,Těstoviny vaječné,44.423333333333325,1.0,kg
2015.0,,,,Vejce slepičí čerstvá,31.144166666666667,10.0,ks
2015.0,,,,Vepřová pečeně s kostí,108.66166666666669,1.0,kg
2015.0,47833.000000000000,Kč,Informační a komunikační činnosti,,,,
2015.0,21232.250000000000,Kč,"Zemědělství, lesnictví, rybářství",,,,
2015.0,26131.750000000000,Kč,Zpracovatelský průmysl,,,,
2015.0,24367.000000000000,Kč,Zásobování vodou; činnosti související s odpady a sanacemi,,,,
2015.0,16559.500000000000,Kč,Administrativní a podpůrné činnosti,,,,
2015.0,23586.250000000000,Kč,Stavebnictví,,,,
2015.0,20850.500000000000,Kč,"Kulturní, zábavní a rekreační činnosti",,,,
2015.0,32029.000000000000,Kč,"Profesní, vědecké a technické činnosti",,,,
2015.0,18601.000000000000,Kč,Ostatní činnosti,,,,
2015.0,31539.500000000000,Kč,Těžba a dobývání,,,,
2015.0,25352.000000000000,Kč,Zdravotní a sociální péče,,,,
2015.0,23912.750000000000,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,,,,
2015.0,23102.750000000000,Kč,Vzdělávání,,,,
2015.0,28409.250000000000,Kč,Veřejná správa a obrana; povinné sociální zabezpečení,,,,
2015.0,24369.500000000000,Kč,Doprava a skladování,,,,
2015.0,22569.000000000000,Kč,Činnosti v oblasti nemovitostí,,,,
2015.0,47077.250000000000,Kč,Peněžnictví a pojišťovnictví,,,,
2015.0,40514.500000000000,Kč,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",,,,
2015.0,14198.000000000000,Kč,"Ubytování, stravování a pohostinství",,,,
2016.0,,,,Banány žluté,31.7225,1.0,kg
2016.0,,,,Cukr krystalový,17.5875,1.0,kg
2016.0,,,,Eidamská cihla,110.895,1.0,kg
2016.0,,,,Hovězí maso zadní bez kosti,206.02083333333334,1.0,kg
2016.0,,,,Chléb konzumní kmínový,21.771666666666665,1.0,kg
2016.0,,,,Jablka konzumní,29.942499999999995,1.0,kg
2016.0,,,,Jakostní víno bílé,94.65416666666665,0.75,l
2016.0,,,,Jogurt bílý netučný,8.114166666666664,150.0,g
2016.0,,,,Kapr živý,85.07,1.0,kg
2016.0,,,,Konzumní brambory,15.214166666666669,1.0,kg
2016.0,,,,Kuřata kuchaná celá,68.97333333333333,1.0,kg
2016.0,,,,Máslo,148.34166666666667,1.0,kg
2016.0,,,,Mléko polotučné pasterované,17.895,1.0,l
2016.0,,,,Mrkev,18.551666666666666,1.0,kg
2016.0,,,,Papriky,64.55416666666666,1.0,kg
2016.0,,,,Pečivo pšeničné bílé,40.84166666666667,1.0,kg
2016.0,,,,"Pivo výčepní, světlé, lahvové",11.235,0.5,l
2016.0,,,,Pomeranče,32.59666666666667,1.0,kg
2016.0,,,,Přírodní minerální voda uhličitá,8.660833333333333,1.0,l
2016.0,,,,Pšeničná mouka hladká,11.025833333333331,1.0,kg
2016.0,,,,Rajská jablka červená kulatá,40.57416666666666,1.0,kg
2016.0,,,,Rostlinný roztíratelný tuk,91.43833333333333,1.0,kg
2016.0,,,,Rýže loupaná dlouhozrnná,36.524166666666666,1.0,kg
2016.0,,,,Šunkový salám,130.20666666666665,1.0,kg
2016.0,,,,Těstoviny vaječné,44.821666666666665,1.0,kg
2016.0,,,,Vejce slepičí čerstvá,28.651666666666667,10.0,ks
2016.0,,,,Vepřová pečeně s kostí,109.46333333333332,1.0,kg
2016.0,25070.250000000000,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,,,,
2016.0,17537.000000000000,Kč,Administrativní a podpůrné činnosti,,,,
2016.0,26577.500000000000,Kč,Zdravotní a sociální péče,,,,
2016.0,33141.750000000000,Kč,"Profesní, vědecké a technické činnosti",,,,
2016.0,19149.750000000000,Kč,Ostatní činnosti,,,,
2016.0,27237.500000000000,Kč,Zpracovatelský průmysl,,,,
2016.0,25505.750000000000,Kč,Doprava a skladování,,,,
2016.0,48683.000000000000,Kč,Peněžnictví a pojišťovnictví,,,,
2016.0,30007.500000000000,Kč,Veřejná správa a obrana; povinné sociální zabezpečení,,,,
2016.0,15042.250000000000,Kč,"Ubytování, stravování a pohostinství",,,,
2016.0,31348.000000000000,Kč,Těžba a dobývání,,,,
2016.0,40955.500000000000,Kč,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",,,,
2016.0,25007.750000000000,Kč,Zásobování vodou; činnosti související s odpady a sanacemi,,,,
2016.0,22240.000000000000,Kč,"Zemědělství, lesnictví, rybářství",,,,
2016.0,23938.500000000000,Kč,Vzdělávání,,,,
2016.0,49160.750000000000,Kč,Informační a komunikační činnosti,,,,
2016.0,23635.500000000000,Kč,Činnosti v oblasti nemovitostí,,,,
2016.0,24551.250000000000,Kč,Stavebnictví,,,,
2016.0,22202.000000000000,Kč,"Kulturní, zábavní a rekreační činnosti",,,,
2017.0,,,,Banány žluté,31.075,1.0,kg
2017.0,,,,Cukr krystalový,19.960833333333333,1.0,kg
2017.0,,,,Eidamská cihla,142.58166666666668,1.0,kg
2017.0,,,,Hovězí maso zadní bez kosti,218.27249999999995,1.0,kg
2017.0,,,,Chléb konzumní kmínový,24.1725,1.0,kg
2017.0,,,,Jablka konzumní,32.62583333333333,1.0,kg
2017.0,,,,Jakostní víno bílé,96.69666666666666,0.75,l
2017.0,,,,Jogurt bílý netučný,8.726666666666668,150.0,g
2017.0,,,,Kapr živý,87.72,1.0,kg
2017.0,,,,Konzumní brambory,15.928333333333335,1.0,kg
2017.0,,,,Kuřata kuchaná celá,68.17833333333333,1.0,kg
2017.0,,,,Máslo,197.78999999999996,1.0,kg
2017.0,,,,Mléko polotučné pasterované,19.495,1.0,l
2017.0,,,,Mrkev,15.032499999999997,1.0,kg
2017.0,,,,Papriky,62.39833333333334,1.0,kg
2017.0,,,,Pečivo pšeničné bílé,45.23416666666666,1.0,kg
2017.0,,,,"Pivo výčepní, světlé, lahvové",11.295833333333334,0.5,l
2017.0,,,,Pomeranče,36.32,1.0,kg
2017.0,,,,Přírodní minerální voda uhličitá,8.783333333333333,1.0,l
2017.0,,,,Pšeničná mouka hladká,11.43,1.0,kg
2017.0,,,,Rajská jablka červená kulatá,44.69833333333332,1.0,kg
2017.0,,,,Rostlinný roztíratelný tuk,94.29166666666667,1.0,kg
2017.0,,,,Rýže loupaná dlouhozrnná,36.303333333333335,1.0,kg
2017.0,,,,Šunkový salám,142.0291666666667,1.0,kg
2017.0,,,,Těstoviny vaječné,46.55416666666667,1.0,kg
2017.0,,,,Vejce slepičí čerstvá,36.33583333333333,10.0,ks
2017.0,,,,Vepřová pečeně s kostí,118.27333333333333,1.0,kg
2017.0,26957.500000000000,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,,,,
2017.0,32442.250000000000,Kč,Veřejná správa a obrana; povinné sociální zabezpečení,,,,
2017.0,51640.750000000000,Kč,Informační a komunikační činnosti,,,,
2017.0,18861.000000000000,Kč,Administrativní a podpůrné činnosti,,,,
2017.0,24199.250000000000,Kč,"Kulturní, zábavní a rekreační činnosti",,,,
2017.0,35010.750000000000,Kč,"Profesní, vědecké a technické činnosti",,,,
2017.0,25703.000000000000,Kč,Stavebnictví,,,,
2017.0,29321.000000000000,Kč,Zpracovatelský průmysl,,,,
2017.0,20017.500000000000,Kč,Ostatní činnosti,,,,
2017.0,43218.750000000000,Kč,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",,,,
2017.0,50524.250000000000,Kč,Peněžnictví a pojišťovnictví,,,,
2017.0,25194.750000000000,Kč,Činnosti v oblasti nemovitostí,,,,
2017.0,27152.250000000000,Kč,Doprava a skladování,,,,
2017.0,23531.250000000000,Kč,"Zemědělství, lesnictví, rybářství",,,,
2017.0,26575.750000000000,Kč,Zásobování vodou; činnosti související s odpady a sanacemi,,,,
2017.0,16889.000000000000,Kč,"Ubytování, stravování a pohostinství",,,,
2017.0,33462.250000000000,Kč,Těžba a dobývání,,,,
2017.0,25358.500000000000,Kč,Vzdělávání,,,,
2017.0,28920.000000000000,Kč,Zdravotní a sociální péče,,,,
2018.0,,,,Banány žluté,29.3225,1.0,kg
2018.0,,,,Cukr krystalový,15.75,1.0,kg
2018.0,,,,Eidamská cihla,142.45416666666665,1.0,kg
2018.0,,,,Hovězí maso zadní bez kosti,223.25833333333335,1.0,kg
2018.0,,,,Chléb konzumní kmínový,24.23833333333334,1.0,kg
2018.0,,,,Jablka konzumní,36.17583333333332,1.0,kg
2018.0,,,,Jakostní víno bílé,100.09749999999998,0.75,l
2018.0,,,,Jogurt bílý netučný,9.171666666666667,150.0,g
2018.0,,,,Kapr živý,93.46,1.0,kg
2018.0,,,,Konzumní brambory,15.08,1.0,kg
2018.0,,,,Kuřata kuchaná celá,69.30999999999999,1.0,kg
2018.0,,,,Máslo,207.085,1.0,kg
2018.0,,,,Mléko polotučné pasterované,19.819166666666664,1.0,l
2018.0,,,,Mrkev,22.454166666666666,1.0,kg
2018.0,,,,Papriky,60.468333333333334,1.0,kg
2018.0,,,,Pečivo pšeničné bílé,43.83583333333334,1.0,kg
2018.0,,,,"Pivo výčepní, světlé, lahvové",11.810833333333333,0.5,l
2018.0,,,,Pomeranče,36.49916666666667,1.0,kg
2018.0,,,,Přírodní minerální voda uhličitá,8.645833333333332,1.0,l
2018.0,,,,Pšeničná mouka hladká,11.436666666666666,1.0,kg
2018.0,,,,Rajská jablka červená kulatá,44.48833333333334,1.0,kg
2018.0,,,,Rostlinný roztíratelný tuk,99.3975,1.0,kg
2018.0,,,,Rýže loupaná dlouhozrnná,36.17583333333334,1.0,kg
2018.0,,,,Šunkový salám,144.87749999999997,1.0,kg
2018.0,,,,Těstoviny vaječné,47.87583333333334,1.0,kg
2018.0,,,,Vejce slepičí čerstvá,38.39166666666667,10.0,ks
2018.0,,,,Vepřová pečeně s kostí,116.85333333333335,1.0,kg
2018.0,26761.750000000000,Kč,"Kulturní, zábavní a rekreační činnosti",,,,
2018.0,28272.000000000000,Kč,Zásobování vodou; činnosti související s odpady a sanacemi,,,,
2018.0,18270.250000000000,Kč,"Ubytování, stravování a pohostinství",,,,
2018.0,25115.250000000000,Kč,"Zemědělství, lesnictví, rybářství",,,,
2018.0,45982.500000000000,Kč,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",,,,
2018.0,29135.750000000000,Kč,Doprava a skladování,,,,
2018.0,28833.750000000000,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,,,,
2018.0,31629.500000000000,Kč,Zdravotní a sociální péče,,,,
2018.0,31646.250000000000,Kč,Zpracovatelský průmysl,,,,
2018.0,35714.500000000000,Kč,Veřejná správa a obrana; povinné sociální zabezpečení,,,,
2018.0,27059.500000000000,Kč,Činnosti v oblasti nemovitostí,,,,
2018.0,20165.500000000000,Kč,Administrativní a podpůrné činnosti,,,,
2018.0,55474.750000000000,Kč,Informační a komunikační činnosti,,,,
2018.0,21249.500000000000,Kč,Ostatní činnosti,,,,
2018.0,53339.500000000000,Kč,Peněžnictví a pojišťovnictví,,,,
2018.0,28047.500000000000,Kč,Vzdělávání,,,,
2018.0,27821.750000000000,Kč,Stavebnictví,,,,
2018.0,35942.750000000000,Kč,Těžba a dobývání,,,,
2018.0,37162.750000000000,Kč,"Profesní, vědecké a technické činnosti",,,,
